Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
final_hh_nights_spent,encuesta_final_household,Datos del último viaje con pernoctación fuera de la comunidad: ,dropdown,Numero de noches pernoctadas,"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 11, 11 | 12, 12 | 13, 13 | 14, 14 | 15, 15 | 16, 16 | 17, 17 | 18, 18 | 19, 19 | 20, 20 | 21, 21 | 22, 22 | 23, 23 | 24, 24 | 25, 25 | 26, 26 | 27, 27 | 28, 28 | 29, 29 | 30, 30 | 31, Más de 30 días",,,,,,[final_hh_trvl_ovrnght] = '1',y,,,,,
final_hh_destin,encuesta_final_household,,text,Destino del viaje,,"País, departamento, distrito, localidad",,,,,[final_hh_trvl_ovrnght] = '1',y,,,,,
final_hh_trip_reasn,encuesta_final_household,,checkbox,Motivo principal del último viaje,"1, Trabajo | 2, Atención de salud | 3, Turismo | 4, Asuntos personales | 5, Estudio | 6, Tramites | 99, Otro",,,,,,[final_hh_trvl_ovrnght] = '1',y,,,,,
final_hh_trip_reasn_oth,encuesta_final_household,,text,Precisar otro motivo,,,,,,,[final_hh_trip_reasn(99)] = '1',y,,,,,
final_hh_trip_wrk,encuesta_final_household,,checkbox,Precisar tipo de trabajo,"0, Ninguna | 1, Agricultor | 2, Extractor/recolector de madera | 3, Cazador | 4, Pescador | 5, Artesano/jornalero | 6, Comerciante | 7, Ama de casa | 8, Estudiante | 9, Jubilado/pensionista | 99, Otro (precisar)",,,,,,[final_hh_trip_reasn] = '1',y,,,,,
final_hh_trip_wrk_oth,encuesta_final_household,,text,Precisar otro tipo de trabajo,,,,,,,[final_hh_trip_wrk(99)] = '1',y,,,,,
final_hh_trip_trnsprt,encuesta_final_household,,checkbox,Medio de transporte,"1, Bote | 2, Carro | 3, Motocarro | 4, Motocicleta | 99, Otro",,,,,,[final_hh_trvl_ovrnght] = '1',y,,,,,
final_hh_trip_trnsprt_oth,encuesta_final_household,,text,Otro medio de transporte,,,,,,,[final_hh_trip_trnsprt(99)] = '1',y,,,,,
final_hh_sleep_plce,encuesta_final_household,,checkbox,Lugar/lugares donde durmió en el último viaje?,"1, Casa | 2, Hotel, hostal albergue | 3, Campo | 99, Otro",,,,,,[final_hh_trvl_ovrnght] = '1',y,,,,,
final_hh_sleep_oth,encuesta_final_household,,text,Especifique otro,,,,,,,[final_hh_sleep_plce(99)] = '1',y,,,,,
final_hh_net_plce1,encuesta_final_household,,radio,Uso mosquitero en casa,"1, Si | 2, No",,,,,,[final_hh_sleep_plce(1)] = '1',y,,,,,
final_hh_net_plce2,encuesta_final_household,,radio,"Uso mosquitero en hotel, hostal o albergue","1, Si | 2, No",,,,,,[final_hh_sleep_plce(2)]= '1',y,,,,,
final_hh_net_plce3,encuesta_final_household,,radio,Uso mosquitero en campo,"1, Si | 2, No",,,,,,[final_hh_sleep_plce(3)] = '1',y,,,,,
final_hh_net_plce4,encuesta_final_household,,radio,Uso mosquitero en ese otro lugar,"1, Si | 2, No",,,,,,[final_hh_sleep_plce(99)] = '1',y,,,,,
final_ind_code,encuesta_final_individuo,Datos individuos,text,Código individuo,,,,,,,,y,,,,, @PLACEHOLDER='XXYYY' @CHARLIMIT=5
final_ind_head_fam,encuesta_final_individuo,,radio,¿Es el jefe de familia?,"1, Si | 2, No",,,,,,,y,,,,,
final_ind_edu_lvl,encuesta_final_individuo,,dropdown,"Nivel escolar

","0, ninguno | 1, inicial incompleta | 2, inicial completa | 3, primaria incompleta | 4, primaria completa | 5, secundaria incompleta | 6, secundaria completa | 7, técnico o universitario incompleto | 8, técnico o universitario completa",,,,,,,y,,,,,
final_ind_occup,encuesta_final_individuo,,dropdown,"Ocupación principal en último año

","0, Ninguna | 1, Agricultor | 2, Extractor/recolector de madera | 3, Cazador | 4, Pescador | 5, Artesano/jornalero | 6, Comerciante | 7, Ama de casa | 8, Estudiante | 9, Jubilado/pensionista | 99, Otro (precisar)",,,,,,,y,,,,,
final_ind_occup_oth,encuesta_final_individuo,,text,Otra ocupación,,,,,,,[final_ind_occup] = '99',,,,,,
final_ind_diag_lstyr,encuesta_final_individuo,,radio,¿Le han diagnosticado malaria en el último año por prueba rápida o gota gruesa?,"1, Si | 2, No",,,,,,,y,,,,,
final_ind_fltr_paper,encuesta_final_individuo,,radio,¿Se tomó muestra en papel filtro?,"1, Si | 2, No",,,,,,,y,,,,,
final_ind_flr_ppr_pic,encuesta_final_individuo,,file,Foto del papel filtro,,,,,,,[final_ind_fltr_paper] = '1',y,,,,,
final_ind_filtr_ppr_date,encuesta_final_individuo,,text,Fecha y hora de la muestra,,,datetime_dmy,,,,[final_ind_fltr_paper] = '1',y,,,,,
final_ind_barcode,encuesta_final_individuo,,text,Número del código de barra que ha puesto en el papel filtro,,,,,,,[final_ind_fltr_paper] = '1',y,,,,,
final_ind_fever_48h,encuesta_final_individuo,,radio,¿Ha tenido fiebre en las últimas 48 horas?,"1, Si | 2, No",,,,,,,y,,,,,
final_ind_hlth_estab,encuesta_final_individuo,,radio,Ya ha ido al EESS y le tomó GG?,"1, Si | 2, No",,,,,,[final_ind_fever_48h] = '1',y,,,,,
final_ind_refer_rslt,encuesta_final_individuo,,radio,"Si ya ha ido al EESS, cual fue el resultado de la GG?","1, Positivo | 2, Negativo | 98, No sabe",,,,,,[final_ind_hlth_estab] = '1',y,,,,,
final_ind_refer,encuesta_final_individuo,,radio,¿Se derivó al EESS para la toma GG?,"1, Si | 2, No",,,,,,"[final_ind_hlth_estab] = ""2""",y,,,,,
final_ind_trvl,encuesta_final_individuo,,radio,"¿Viajó usted fuera de la comunidad en el último mes, excluyendo los viajes la semana pasada?","1, Si | 2, No",,,,,,,y,,,,,
final_ind_trvl_on,encuesta_final_individuo,,radio,"¿En alguno de los viajes tuvo que pernoctar (pasar la noche)?

","1, Si | 2, No",,,,,,"[final_ind_trvl]=""1""",y,,,,,
final_ind_trvl_destin,encuesta_final_individuo,,text,Cuál fue el destino del viaje más reciente?,,,,,,,"[final_ind_trvl]=""1""",y,,,,,
final_ind_intrvn_rec_tx,encuesta_final_individuo,Preguntas de aceptabilidad,radio,¿Recibió tratamiento como parte de la intervención fMDA?,"1, Si | 2, No",,,,,,,,,,,,
final_ind_intrvn_lst_prtcp,encuesta_final_individuo,,dropdown,¿Cuándo fue la última participación en una intervención fMDA? ,"1, Ronda 1a | 2, Ronda 1b | 3, Ronda 2a | 4, Ronda 2b | 5, Ronda 3a | 6, Ronda 3b",,,,,,"[final_ind_intrvn_rec_tx]=""1""",,,,,,
final_ind_yes_prtcp,encuesta_final_individuo,,radio,"Usted ya participó en la intervención fMDA según nuestros registros.

Si le ofrecieran ser parte de una nueva intervención en el futuro, ¿aceptaría participar? ","1, Si | 2, No | 98, No Sabe",Explicar la intervención,,,,,"[final_ind_intrvn_rec_tx] = ""1""",y,,,,,
final_ind_yprtcp_why,encuesta_final_individuo,,checkbox,¿Por qué?,"1, Es en mi casa, así que no tengo que desplazarme | 2, Es gratis/no cuesta nada | 3, Me gusta saber que la medicina tratará y ayudará a prevenir la malaria | 4, Las enfermeras y el personal son amables y explican bien el objetivo | 99, Otro (especificar) | 98, No sabe",,,,,,"[final_ind_yes_prtcp]=""1""",y,,,,,
final_ind_yprtcp_why_oth,encuesta_final_individuo,,text,Otro precisar ,,,,,,,[final_ind_yprtcp_why(99)] = 1,,,,,,
final_ind_yprtcp_whynt,encuesta_final_individuo,,checkbox,¿Por qué no?,"1, No me gusta el sabor del medicamento | 2, Le preocupa tomar el medicamento para la malaria con otros medicamentos | 3, Le preocupan los efectos secundarios | 4, No confía en el equipo del estudio | 5, No cree que el medicamento sea eficaz | 6, No quiere tomar el medicamento cuando no está enfermo | 7, Explicaciones insuficientes del tratamiento | 8, Es difícil tomar todas las pastillas | 9, Los medicamentos me hacen sentir mal | 10, Demasiadas pastillas | 11, No quiere responder a preguntas sobre la malaria | 12, La malaria no es un problema aquí | 13, Los equipos vienen cuando no estoy en casa, así que no me ayudan | 99, Otro (especificar) | 98, No sabe",,,,,,"[final_ind_yes_prtcp] = ""2""",y,,,,,
final_ind_yprtcp_whynt_oth,encuesta_final_individuo,,text,Otro precisar,,,,,,,[final_ind_yprtcp_whynt(99)] = 1,,,,,,
vigil_intrvwr,formulario_vigilancia_en_comunidades,Identificación de vivienda,dropdown,Encuestador,"1, XX | 2, XX | 3, XX",,,,,,,y,,,,,
vigil_visit_date,formulario_vigilancia_en_comunidades,,text,Fecha de la visita,,,date_dmy,,,,,y,,,,,
vigil_com_id,formulario_vigilancia_en_comunidades,,dropdown,Código comunidad,"01, 01 - NINA RUMI | 02, 02 - ZUNGARO COCHA-CORRIENTILLO | 03, 03 - CAHUIDE | 04, 04 - 13 DE FEBRERO | 05, 05 - EX PETROLERO I ZONA | 06, 06 - SAMITO | 07, 07 - DIAMANTE AZUL | 08, 08 - SAN LUCAS | 09, 09 - MORALILLO | 10, 10 - PEÃA NEGRA | 11, 11 - NUEVO HORIZONTE | 12, 12 - LIBERTAD | 13, 13 - PUERTO ALMENDRA | 14, 14 - TARAPOTO | 15, 15 - NUEVO MILAGRO | 16, 16 - SAN ANTONIO | 17, 17 - MOMONCILLO | 18, 18 - PAUJIL I ZONA | 20, 20 - HUATURI | 21, 21 - SALVADOR (PAVA QUEVADA) | 22, 22 - PALO SECO | 23, 23 - NUEVO SAN ANTONIO | 24, 24 - LOBOYACU | 25, 25 - SANTO TOMAS DE CAPIRONAL | 26, 26 - PISCO | 27, 27 - SAN ANTONIO | 28, 28 - MISHANA | 29, 29 - FRAY MARTIN | 31, 31 - FLOR DE AGOSTO | 32, 32 - ALMIRANTE MIGUEL GRAU",,autocomplete,,,,,y,,,,,
vigil_hh_id,formulario_vigilancia_en_comunidades,,text,Código vivienda,,,,,,,,y,,,,, @CHARLIMIT=3 @PLACEHOLDER='123'
vigil_obtain_info,formulario_vigilancia_en_comunidades,,radio,¿Existe la posibilidad de obtener información de los miembros de la casa?,"1, Si | 2, No",Está abierta la casa,,,,,,y,,,,,
vigil_newppl,formulario_vigilancia_en_comunidades,"Miembros de la vivienda

Desde la última visita...",radio,¿Alguna persona nueva en la casa? ,"1, Si | 2, No",Alguien que se mudó a la vivienda,,,,,[vigil_obtain_info] = '1',y,,,,,
vigil_newppl_num,formulario_vigilancia_en_comunidades,,text,Cuántas personas nuevas?,,Personas que se mudaron a la casa,,,,,[vigil_newppl]='1',y,,,,,
vigil_ppl_left,formulario_vigilancia_en_comunidades,,radio,¿Alguna persona salio (mudo) de la casa?,"1, Si | 2, No",,,,,,[vigil_obtain_info] = '1',y,,,,,
vigil_ppl_left_num,formulario_vigilancia_en_comunidades,,text,¿Cuántas personas salieron?,,Personas que se mudaron de la casa,integer,1,4,,[vigil_ppl_left]='1',y,,,,,
vigil_ppl_left_id1,formulario_vigilancia_en_comunidades,,text,"Código del participante que salió
",,,,,,,[vigil_ppl_left]>0,y,,,,,
vigil_ppl_left_id2,formulario_vigilancia_en_comunidades,,text,"Código del participante que salió
",,,,,,,[vigil_ppl_left]>1,y,,,,,
vigil_ppl_left_id3,formulario_vigilancia_en_comunidades,,text,"Código del participante que salió
",,,,,,,[vigil_ppl_left]>2,y,,,,,
vigil_ppl_left_id4,formulario_vigilancia_en_comunidades,,text,"Código del participante que salió
",,,,,,,[vigil_ppl_left]>3,y,,,,,
vigil_new_baby,formulario_vigilancia_en_comunidades,,radio,Ha nacido algún niño?,"1, Si | 2, No",,,,,,[vigil_obtain_info] = '1',y,,,,,
vigil_num_babies,formulario_vigilancia_en_comunidades,,text,Número de niños nacidos,,,,,,,[vigil_new_baby] = '1',y,,,,,
vigil_new_preg,formulario_vigilancia_en_comunidades,,radio,¿Se ha detectado algún embarazo?,"1, Si | 2, No",Solo participantes,,,,,[vigil_obtain_info] = '1',y,,,,,
vigil_new_preg_num,formulario_vigilancia_en_comunidades,,text,Numero de participantes embarazadas,,,integer,1,5,,[vigil_new_preg] = '1',,,,,,
vigil_new_preg_id_1,formulario_vigilancia_en_comunidades,,text,Código del participante embarazada 1,,,,,,,[vigil_new_preg_num]>0,y,,,,,
vigil_new_preg_id_2,formulario_vigilancia_en_comunidades,,text,Código del participante embarazada 2,,,,,,,[vigil_new_preg_num]>1,y,,,,,
vigil_new_preg_id_3,formulario_vigilancia_en_comunidades,,text,Código del participante embarazada 3,,,,,,,[vigil_new_preg_num]>2,y,,,,,
vigil_new_preg_id_4,formulario_vigilancia_en_comunidades,,text,Código del participante embarazada 4,,,,,,,[vigil_new_preg_num]>3,y,,,,,
vigil_new_preg_id_5,formulario_vigilancia_en_comunidades,,text,Código del participante embarazada 5,,,,,,,[vigil_new_preg_num]>4,y,,,,,
vigil_death,formulario_vigilancia_en_comunidades,"Identificación de eventos adversos serios entre los que han firmado su consentimiento informado

Desde la última visita....",radio,"¿Alguna persona ha fallecido?  

","1, Si | 2, No",,,,,,"[vigil_obtain_info] = ""1""",y,,,,,
vigil_hospital,formulario_vigilancia_en_comunidades,,radio,¿Alguna persona estuvo hospitalizada?  ,"1, Si | 2, No",,,,,,"[vigil_obtain_info] = ""1""",y,,,,,
vigil_defect,formulario_vigilancia_en_comunidades,,radio,¿Algún niño/a recién nacido con anomalía congénita o defecto de nacimiento?  ,"1, Si | 2, No",,,,,,[vigil_obtain_info] = '1',y,,,,,
vigil_sae_warn,formulario_vigilancia_en_comunidades,,radio,¿Luego de tener conocimiento de algún evento adverso se comunicó al coordinador/responsable SAE?    ,"1, Si | 2, No",,,,,y,"[vigil_death] = ""1"" or [vigil_hospital] = ""1"" or [vigil_defect] = ""1""",y,,,,,
vigil_mal_symp,formulario_vigilancia_en_comunidades,"Identificación de sintomáticos sospechosos de malaria en los últimos 7 días y referencia al EESS para confirmación diagnóstica

*Entre los que han firmado su consentimiento informado*",radio,"En los últimos 7 días, ¿alguna persona ha tenido síntomas compatibles con malaria (fiebre, escalofríos, dolor de cabeza o malestar general)?","1, Si | 2, No",,,,,,[vigil_obtain_info] = '1',y,,,,,
vigil_mal_id,formulario_vigilancia_en_comunidades,,text,"¿Quién? Código participante
",,Seleccione Participante 1 con síntomas en los últimos 7 días,integer,,,,[vigil_mal_symp] = '1',y,,,,,
vigil_mal_estab,formulario_vigilancia_en_comunidades,,radio,¿Ya ha consultado a un establecimiento de salud por estos síntomas y le han hecho una prueba de malaria? ,"1, Si | 2, No",,,,,,[vigil_mal_symp] = '1',y,,,,,
vigil_mal_warn1,formulario_vigilancia_en_comunidades,,descriptive,"Aviso: Si la respuesta anterior fue ""No"" derivar al EESS mas cercano

Si el resultado del EESS es negativo, termina el seguimiento. 
Si el resultado del EESS es positivo, llena el formato registro caso confirmado",,,,,,,[vigil_mal_symp] = '1',,,,,,
vigil_mal_estab_spec,formulario_vigilancia_en_comunidades,,text,¿Cuál fue el establecimiento de salud?,,,,,,,[vigil_mal_estab] = '1',,,,,,
vigil_diag,formulario_vigilancia_en_comunidades,,radio,¿Cuál fue el diagnóstico?,"1, Positivo | 2, Negativo | 98, No sabe",,,,,,[vigil_mal_estab] = '1',y,,,,,
vigil_mal_warn2,formulario_vigilancia_en_comunidades,,descriptive,Aviso: Si el resultado es positivo llenar el formato registro de caso confirmado,,,,,,,[vigil_diag]='1',,,,,,
vigil_other_mal,formulario_vigilancia_en_comunidades,,radio,¿Otro participante con síntomas compatibles con malaria en los últimos 7 días?,"1, Si | 2, No",,,,,,[vigil_mal_symp] = '1',y,,,,,
vigil_mal_id_2,formulario_vigilancia_en_comunidades,,text,"¿Quién? Código participante
",,Seleccione Participante 1 con síntomas en los últimos 7 días,integer,,,,[vigil_other_mal]='1',y,,,,,
vigil_mal_estab_2,formulario_vigilancia_en_comunidades,,radio,¿Ya ha consultado a un establecimiento de salud por estos síntomas y le han hecho una prueba de malaria? ,"1, Si | 2, No",,,,,,[vigil_other_mal] = '1',y,,,,,
vigil_mal_warn3,formulario_vigilancia_en_comunidades,,descriptive,"Aviso: Si la respuesta anterior fue ""No"" derivar al EESS mas cercano

Si el resultado del EESS es negativo, termina el seguimiento. 
Si el resultado del EESS es positivo, llena el formato registro caso confirmado",,,,,,,[vigil_other_mal] = '1',,,,,,
vigil_mal_estab_spec_2,formulario_vigilancia_en_comunidades,,text,¿Cuál fue el establecimiento de salud?,,,,,,,[vigil_mal_estab_2] = '1',,,,,,
vigil_diag_2,formulario_vigilancia_en_comunidades,,radio,¿Cuál fue el diagnóstico?,"1, Positivo | 2, Negativo | 98, No sabe",,,,,,[vigil_mal_estab_2] = '1',y,,,,,
vigil_mal_warn4,formulario_vigilancia_en_comunidades,,descriptive,Aviso: Si el resultado es positivo llenar el formato registro de caso confirmado,,,,,,,[vigil_diag_2] = '1',,,,,,
vigil_other_mal_2,formulario_vigilancia_en_comunidades,,radio,¿Otro participante con síntomas compatibles con malaria en los últimos 7 días?,"1, Si | 2, No",,,,,,[vigil_other_mal]='1',y,,,,,
vigil_mal_id_3,formulario_vigilancia_en_comunidades,,text,"¿Quién? Código participante
",,Seleccione Participante 1 con síntomas en los últimos 7 días,,,,,[vigil_other_mal_2]='1',y,,,,,
vigil_mal_estab_3,formulario_vigilancia_en_comunidades,,radio,¿Ya ha consultado a un establecimiento de salud por estos síntomas y le han hecho una prueba de malaria? ,"1, Si | 2, No",,,,,,[vigil_other_mal_2]='1',y,,,,,
vigil_mal_warn5,formulario_vigilancia_en_comunidades,,descriptive,"Aviso: Si la respuesta anterior fue ""No"" derivar al EESS mas cercano

Si el resultado del EESS es negativo, termina el seguimiento. 
Si el resultado del EESS es positivo, llena el formato registro caso confirmado",,,,,,,[vigil_other_mal_2]='1',,,,,,
vigil_mal_estab_spec_3,formulario_vigilancia_en_comunidades,,text,¿Cuál fue el establecimiento de salud?,,,,,,,[vigil_mal_estab_3] = '1',,,,,,
vigil_diag_3,formulario_vigilancia_en_comunidades,,radio,¿Cuál fue el diagnóstico?,"1, Positivo | 2, Negativo | 98, No sabe",,,,,,[vigil_mal_estab_3] = '1',y,,,,,
vigil_mal_warn6,formulario_vigilancia_en_comunidades,,descriptive,Aviso: Si el resultado es positivo llenar el formato registro de caso confirmado,,,,,,,[vigil_diag_3] = '1',,,,,,
vigil_other_mal_3,formulario_vigilancia_en_comunidades,,radio,¿Otro participante con síntomas compatibles con malaria en los últimos 7 días?,"1, Si | 2, No",,,,,,[vigil_other_mal_2]='1',y,,,,,
vigil_mal_id_4,formulario_vigilancia_en_comunidades,,text,"¿Quién? Código participante
",,Seleccione Participante 1 con síntomas en los últimos 7 días,,,,,[vigil_other_mal_3]='1',y,,,,,
vigil_mal_estab_4,formulario_vigilancia_en_comunidades,,radio,¿Ya ha consultado a un establecimiento de salud por estos síntomas y le han hecho una prueba de malaria? ,"1, Si | 2, No",,,,,,[vigil_other_mal_3]='1',y,,,,,
vigil_mal_warn7,formulario_vigilancia_en_comunidades,,descriptive,"Aviso: Si la respuesta anterior fue ""No"" derivar al EESS mas cercano

Si el resultado del EESS es negativo, termina el seguimiento. 
Si el resultado del EESS es positivo, llena el formato registro caso confirmado",,,,,,,[vigil_other_mal_3]='1',,,,,,
vigil_mal_estab_spec_4,formulario_vigilancia_en_comunidades,,text,¿Cuál fue el establecimiento de salud?,,,,,,,[vigil_mal_estab_4] = '1',,,,,,
vigil_diag_4,formulario_vigilancia_en_comunidades,,radio,¿Cuál fue el diagnóstico?,"1, Positivo | 2, Negativo | 98, No sabe",,,,,,[vigil_mal_estab_4] = '1',y,,,,,
vigil_mal_warn8,formulario_vigilancia_en_comunidades,,descriptive,Aviso: Si el resultado es positivo llenar el formato registro de caso confirmado,,,,,,,[vigil_diag_4] = '1',,,,,,
vigil_other_mal_4,formulario_vigilancia_en_comunidades,,radio,¿Otro participante con síntomas compatibles con malaria en los últimos 7 días?,"1, Si | 2, No",,,,,,[vigil_other_mal_3]='1',y,,,,,
vigil_other_mal_5,formulario_vigilancia_en_comunidades,,notes,Añadir detalles de la otra persona,,,,,,,[vigil_other_mal_4]='1',,,,,,
vigil_mal_case_conf,formulario_vigilancia_en_comunidades,"Identificación de casos de malaria en la familia desde la última visita

*Entre los que han firmado su consentimiento informado*",radio,¿Alguna persona ha tenido malaria confirmada por microscopia / gota gruesa en los últimos 30 días?  ,"1, Si | 2, No",Sin considerar las personas ya registradas en la sección previa,,,,,[vigil_obtain_info] = '1',y,,,,,
vigil_mal_case_warn1,formulario_vigilancia_en_comunidades,,descriptive,Llenar el formato caso confirmado de malaria,,,,,,,[vigil_mal_case_conf]='1',,,,,,
vigil_mal_case_id,formulario_vigilancia_en_comunidades,,text,¿Quién? Código participante 1,,,,,,,[vigil_mal_case_conf] = '1',y,,,,,
vigil_mal_case_estab,formulario_vigilancia_en_comunidades,,dropdown,¿En cuál establecimiento de salud se hizo el diagnóstico de malaria en el participante 1?,"1, C.S. SANTA CLARA I-3 | 2, C.S. SANTA MARÍA I-3 | 3, P.S VILLA BUEN PASTOR I-1 | 4, P.S. CAHUIDE I-2 | 5, P.S. CENTRO FUERTE I-2 | 6, P.S. DIAMANTE AZUL I-1 | 7, P.S. EL PAUJIL I-2 | 8, P.S. MORALILLO I-1 | 9, P.S. NINA RUMI I-2 | 10, P.S. NUEVO LIBERTAD I-1 | 11, P.S. PADRE COCHA I-2 | 12, P.S. PEÑA NEGRA I-1 (Calypso) | 13, P.S. PICUROYACU I-1 | 14, P.S. SAMITO I-1 | 15, P.S. SAN ANTONIO RIO ITAYA I-1 | 16, P.S. SAN PABLO DE CUYANA I-1 | 17, P.S. SANTA RITA DE NANAY | 18, P.S. SARGENTO LORES I-2 | 19, P.S. SOLEDAD DE VILLA BELEN I-1 | 20, P.S. ZUNGAROCOCHA I-2",,autocomplete,,,,[vigil_mal_case_conf] = '1',y,,,,,
vigil_add_conf_case,formulario_vigilancia_en_comunidades,,radio,¿Otro participante con malaria?,"1, Si | 2, No",,,,,,[vigil_mal_case_conf] = '1',y,,,,,
vigil_mal_case_id_2,formulario_vigilancia_en_comunidades,,text,¿Quién? Código participante 2,,,,,,,[vigil_add_conf_case] = '1',y,,,,,
vigil_mal_case_estab_2,formulario_vigilancia_en_comunidades,,dropdown,¿En cuál establecimiento de salud se hizo el diagnóstico de malaria en el participante 2?,"1, A | 2, B",,,,,,[vigil_add_conf_case] = '1',y,,,,,
vigil_add_conf_case_2,formulario_vigilancia_en_comunidades,,radio,¿Otro participante con malaria?,"1, Si | 2, No",,,,,,[vigil_add_conf_case] = '1',y,,,,,
vigil_mal_case_id_3,formulario_vigilancia_en_comunidades,,text,¿Quién? Código participante 3,,,,,,,[vigil_add_conf_case_2] = '1',y,,,,,
vigil_mal_case_estab_3,formulario_vigilancia_en_comunidades,,dropdown,¿En cuál establecimiento de salud se hizo el diagnóstico de malaria en el participante 3?,"1, A | 2, B",,,,,,[vigil_add_conf_case_2] = '1',y,,,,,
vigil_add_conf_case_3,formulario_vigilancia_en_comunidades,,radio,¿Otro participante con malaria?,"1, Si | 2, No",,,,,,[vigil_add_conf_case_2] = '1',y,,,,,
vigil_mal_case_id_4,formulario_vigilancia_en_comunidades,,text,¿Quién? Código participante 4,,,,,,,[vigil_add_conf_case_3] = '1',y,,,,,
vigil_mal_case_estab_4,formulario_vigilancia_en_comunidades,,dropdown,¿En cuál establecimiento de salud se hizo el diagnóstico de malaria en el participante 4?,"1, A | 2, B",,,,,,[vigil_add_conf_case_3] = '1',y,,,,,
vigil_add_conf_case_4,formulario_vigilancia_en_comunidades,,radio,¿Otro participante con malaria?,"1, Si | 2, No",,,,,,[vigil_add_conf_case_3] = '1',y,,,,,
vigil_mal_case_other,formulario_vigilancia_en_comunidades,,notes,Añadir detalles de la otra persona,,,,,,,[vigil_add_conf_case_4] = '1',,,,,,
cc_who,registro_casos_de_malaria,,radio,La encuesta la lleno captarores o laboratoristas,"1, Captadores en papel (digitadores) | 2, Laboratoristas",,,,,,,,LV,,,,
cc_digitizer,registro_casos_de_malaria,,dropdown,Digitadores,"1, SHELL MORI | 2, SAMANTHA SOLIS | 3, DANIEL FLORES | 4, ALEXANDER GOODRICH",,autocomplete,,,,[cc_who] = '1',,,,,,
cc_interviewer,registro_casos_de_malaria,,dropdown,Encuestador/quien llenó el formato,"1, VERGARA RAMIREZ GRACE ALEXANDRA | 2, ARIRAMA TAPAYURI KEILA | 3, FLORES AMARINGO JAVIER | 4, GOMEZ MORI HAMMBAR HONORITA | 5, TRIGOSO NOLORBE PAUL MANUEL | 6, SALAS MARQUILLO GENNY ESTHER | 7, DURAND VELA MAYDA ALEJANDRA | 8, ROJAS CHUMBE CELSO JESTIN | 9, CARDENAS YALTA EVELY JINAIDY | 10, HIDALGO LOMAS ROSA CRISTINA | 11, IDAMIRILI RAMIREZ INAPI | 12, PEDRO DANIEL YABAR SORIA | 13, SAMANTHA GABRIELA PENA NORIEGA | 14, MARIELA CAHUAZA BANCHO | 15, PRICILA JULIANA MARICHIN MOZOMBITE | 16, MERY RODRIGUEZ FLORES | 17, ADRIANA AREVALO",,autocomplete,,,,[cc_who] = '2',y,LV,,,,
cc_registration_date,registro_casos_de_malaria,,text,Fecha de registro,,,date_dmy,,,,,y,LV,,,,
cc_participant_code,registro_casos_de_malaria,Identificación de participante ya registrado y diagnóstico,text,Código participante,,,integer,,,,,y,LV,,,,
cc_signed,registro_casos_de_malaria,,radio,Participante firmó el consentimiento informado,"1, Si | 2, No",,,,,,,y,LV,,,,
cc_diag_test,registro_casos_de_malaria,,radio,¿Con qué prueba se realizó el diagnóstico de malaria?,"1, Microscopía | 2, Prueba de diagnóstico rápido | 3, Ambos | 98, No sé",,,,,,[cc_signed] = '1',y,LV,,,,
cc_micro_result,registro_casos_de_malaria,,radio,Resultado de microscopía,"1, Pv | 2, Pf | 3, Ambos Pv y Pf | 4, Malariae | 5, Indeterminado | 99, Otro tipo de malaria | 98, Desconocido",,,,,,[cc_diag_test] = '1' or [cc_diag_test] = '3',y,LV,,,,
cc_micro_spec,registro_casos_de_malaria,,text,Especifique el otro,,,,,,,[cc_micro_result] = '99',y,LV,,,,
cc_rdt_result,registro_casos_de_malaria,,radio,Resultado de prueba de diagnóstico rápido,"1, Pv | 2, Pf | 3, Ambos Pv y Pf | 4, Malariae | 5, Indeterminado | 99, Otro tipo de malaria | 98, Desconocido",,,,,,[cc_diag_test] = '2' or [cc_diag_test] = '3',y,LV,,,,
cc_rdt_spec,registro_casos_de_malaria,,text,Especifique el otro,,,,,,,[cc_rdt_result] = '99',y,LV,,,,
cc_diag_date,registro_casos_de_malaria,,text,Fecha y hora del diagnóstico,,De microscopia,datetime_dmy,,,,[cc_diag_test] = '1' or [cc_diag_test] = '3',y,LV,,,,
cc_diag_date_2,registro_casos_de_malaria,,text,Fecha y hora del diagnóstico,,De diagnostico rapido,datetime_dmy,,,,[cc_diag_test] = '2' or [cc_diag_test] = '3',y,LV,,,,
cc_paper_sample_collected,registro_casos_de_malaria,,radio,¿Se tomó una muestra de papel filtro?,"1, Si | 2, No",,,,,,,y,LV,,,,
cc_dbs_pic,registro_casos_de_malaria,,file,Foto del papel filtro ,,,,,,,[cc_paper_sample_collected] = '1',y,LV,,,,
cc_dbs_collected_date,registro_casos_de_malaria,,text,¿En qué fecha y hora se tomó el papel filtro?,,,datetime_dmy,,,,[cc_paper_sample_collected] = '1',y,LV,,,,
cc_dbs_code,registro_casos_de_malaria,,text,Número en el código de barra que ha puesto en el papel filtro,,,,,,,[cc_paper_sample_collected] = '1',y,,,,,
