LOC_DIS,LOCALIDAD,DISTRITO,PROVINCIA,POBLACION,BASIN,Selected,XGD,YGD,dist_minutes_cat3,dist_minutes_cat2,dist_minutes_cat1,dist_minutes_all,urban,landc,cobVeg,cobVeg_simbol,year,cases,api,specie
LIMONERO_YAVARI,LIMONERO,YAVARI,MARISCAL RAMON CASTILLA,115,NA,No,-70.80254295,-4.18037002,3922,3918,1036,1036,0,2,Agricultura costera y andina,Agri,2013,14,121.7391304,P. falciparum
PARANAQUIRO_RAMON CASTILLA,PARANAQUIRO,RAMON CASTILLA,MARISCAL RAMON CASTILLA,190,NA,No,-70.80605436,-3.92176339,3066,3061,60,60,0,11,Agricultura costera y andina,Agri,2013,0,0,P. falciparum
NUEVO PARAISO_RAMON CASTILLA,NUEVO PARAISO,RAMON CASTILLA,MARISCAL RAMON CASTILLA,115,NA,No,-70.81199192,-3.94215734,2990,2985,33,33,0,10,Pajonal andino,Pj,2013,0,0,P. falciparum
NUEVO PARAISO_RAMON CASTILLA,NUEVO PARAISO,RAMON CASTILLA,MARISCAL RAMON CASTILLA,115,NA,No,-70.81199192,-3.94215734,4532,4527,173,173,0,2,Pajonal andino,Pj,2013,0,0,P. falciparum
UNION PROGRESISTA_SAN PABLO,UNION PROGRESISTA,SAN PABLO,MARISCAL RAMON CASTILLA,306,NA,No,-70.84689527,-3.95685977,3033,3028,117,117,0,10,Pajonal andino,Pj,2013,0,0,P. falciparum
PANCHO COCHA_RAMON CASTILLA,PANCHO COCHA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,91,NA,No,-70.84739685,-3.85329319,3327,3322,345,345,0,2,Pajonal andino,Pj,2013,2,21.97802198,P. falciparum
PASHIA_RAMON CASTILLA,PASHIA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,NA,NA,No,-70.85128496,-3.78286597,3486,3481,480,480,0,2,Pajonal andino,Pj,2013,0,NA,P. falciparum
SANTA ROSA_YAVARI,SANTA ROSA,YAVARI,MARISCAL RAMON CASTILLA,396,NA,No,-70.86278167,-4.246468333,NA,NA,NA,NA,NA,NA,NA,NA,2013,81,204.5454545,P. falciparum
1 DE OCTUBRE_RAMON CASTILLA,1 DE OCTUBRE,RAMON CASTILLA,MARISCAL RAMON CASTILLA,91,NA,No,-70.87627011,-3.68927589,3385,3381,380,380,0,2,Agricultura costera y andina,Agri,2013,15,164.8351648,P. falciparum
PUERTO NUEVO_YAGUAS,PUERTO NUEVO,YAGUAS,PUTUMAYO,50,NA,No,-70.89597324,-2.22769751,5565,5560,1749,1749,0,17,Agricultura costera y andina,Agri,2013,0,0,P. falciparum
ALFARO_SAN PABLO,ALFARO,SAN PABLO,MARISCAL RAMON CASTILLA,357,NA,No,-70.91195977,-3.97167614,2956,2951,188,188,0,10,Pajonal andino,Pj,2013,4,11.20448179,P. falciparum
NUEVO MONTE DE LOS OLIVOS_YAVARI,NUEVO MONTE DE LOS OLIVOS,YAVARI,MARISCAL RAMON CASTILLA,19,NA,No,-70.912575,-4.273388333,4053,4048,1331,1331,0,2,Agricultura costera y andina,Agri,2013,0,0,P. falciparum
VILLA SANTA ROSA_RAMON CASTILLA,VILLA SANTA ROSA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,100,NA,No,-70.91933458,-3.84915939,3191,3187,179,179,0,11,Matorral arbustivo,Ma,2013,1,10,P. falciparum
VILLA SANTA ROSA_RAMON CASTILLA,VILLA SANTA ROSA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,100,NA,No,-70.91933458,-3.84915939,3356,3351,541,541,0,2,Desierto costero,Dc,2013,1,10,P. falciparum
VILLA SANTA ROSA_RAMON CASTILLA,VILLA SANTA ROSA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,100,NA,No,-70.91933458,-3.84915939,3356,3351,541,541,0,2,Agricultura costera y andina,Agri,2013,1,10,P. falciparum
VILLA SANTA ROSA_RAMON CASTILLA,VILLA SANTA ROSA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,100,NA,No,-70.91949333,-3.849571667,NA,NA,NA,NA,NA,NA,NA,NA,2013,1,10,P. falciparum
SAN LUIS_YAVARI,SAN LUIS,YAVARI,MARISCAL RAMON CASTILLA,NA,NA,No,-70.93822477,-4.3706734,4402,4397,1676,1676,0,11,Agricultura costera y andina,Agri,2013,0,NA,P. falciparum
CURINGA_YAGUAS,CURINGA,YAGUAS,PUTUMAYO,23,NA,No,-70.95003602,-2.25498104,5373,5368,1556,1556,0,2,Pajonal andino,Pj,2013,0,0,P. falciparum
TANGARANA_RAMON CASTILLA,TANGARANA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,NA,NA,No,-70.96125182,-3.57320585,3577,3572,571,571,0,2,Cardonal,Car,2013,0,NA,P. falciparum
PLATANAL_RAMON CASTILLA,PLATANAL,RAMON CASTILLA,MARISCAL RAMON CASTILLA,111,NA,No,-70.96128667,-3.57323,NA,NA,NA,NA,NA,NA,NA,NA,2013,5,45.04504505,P. falciparum
VILLA LUZ_RAMON CASTILLA,VILLA LUZ,RAMON CASTILLA,MARISCAL RAMON CASTILLA,37,NA,No,-70.96947464,-3.57848627,3505,3500,207,207,0,2,Pajonal andino,Pj,2013,3,81.08108108,P. falciparum
VILLA LUZ_RAMON CASTILLA,VILLA LUZ,RAMON CASTILLA,MARISCAL RAMON CASTILLA,37,NA,No,-70.96947464,-3.57848627,3580,3575,574,574,0,2,Agricultura costera y andina,Agri,2013,3,81.08108108,P. falciparum
CORBATA_YAGUAS,CORBATA,YAGUAS,PUTUMAYO,63,NA,No,-71.00939309,-2.30826599,5014,5009,1197,1197,0,2,Agricultura costera y andina,Agri,2013,0,0,P. falciparum
PROSPERIDAD_SAN PABLO,PROSPERIDAD,SAN PABLO,MARISCAL RAMON CASTILLA,225,NA,No,-71.02122989,-3.97898627,2185,2180,133,133,0,11,Cardonal,Car,2013,0,0,P. falciparum
PROSPERIDAD_SAN PABLO,PROSPERIDAD,SAN PABLO,MARISCAL RAMON CASTILLA,225,NA,No,-71.02122989,-3.97898627,2914,2909,220,220,0,2,Desierto costero,Dc,2013,0,0,P. falciparum
SAN JOSE DE PROSPERIDAD_SAN PABLO,SAN JOSE DE PROSPERIDAD,SAN PABLO,MARISCAL RAMON CASTILLA,119,NA,No,-71.02382224,-3.98277546,2900,2895,206,206,0,2,Area urbana,U,2013,0,0,P. falciparum
NUEVO SAN JUAN_YAVARI,NUEVO SAN JUAN,YAVARI,MARISCAL RAMON CASTILLA,28,NA,No,-71.08628167,-4.371631667,NA,NA,NA,NA,NA,NA,NA,NA,2013,0,0,P. falciparum
SEÑOR DE LOS MILAGROS_SAN PABLO,SEÑOR DE LOS MILAGROS,SAN PABLO,MARISCAL RAMON CASTILLA,NA,NA,No,-71.09643198,-4.01839317,NA,NA,NA,NA,NA,NA,NA,NA,2013,0,NA,P. falciparum
EL SOL_RAMON CASTILLA,EL SOL,RAMON CASTILLA,MARISCAL RAMON CASTILLA,121,NA,No,-71.10327527,-3.44499714,3810,3805,804,804,0,2,Areas de no bosque amazï¿½nico,Ano,2013,31,256.1983471,P. falciparum
EL SOL_RAMON CASTILLA,EL SOL,RAMON CASTILLA,MARISCAL RAMON CASTILLA,121,NA,No,-71.10327527,-3.44499714,3263,3258,257,257,0,2,Bosque de llanura meï¿½ndrica,Bllm,2013,31,256.1983471,P. falciparum
SAN PABLO DE LORETO_SAN PABLO,SAN PABLO DE LORETO,SAN PABLO,MARISCAL RAMON CASTILLA,2518,NA,No,-71.10341423,-4.02039938,2765,2760,0,0,0,10,Desierto costero,Dc,2013,2,0.794281176,P. falciparum
COLONIA SAN PABLO_SAN PABLO,COLONIA SAN PABLO,SAN PABLO,MARISCAL RAMON CASTILLA,134,NA,No,-71.12044639,-4.01552743,2757,2752,46,46,0,2,Area urbana,U,2013,1,7.462686567,P. falciparum
HORACIO ZEVALLOS_SAN PABLO,HORACIO ZEVALLOS,SAN PABLO,MARISCAL RAMON CASTILLA,142,NA,No,-71.16466823,-4.00221205,2730,2725,130,130,0,11,Area urbana,U,2013,0,0,P. falciparum
REMANSO_YAGUAS,REMANSO,YAGUAS,PUTUMAYO,191,NA,No,-71.17538469,-2.40880511,4352,4347,535,535,0,2,Areas de no bosque amazï¿½nico,Ano,2013,0,0,P. falciparum
LAS PALMERAS_SAN PABLO,LAS PALMERAS,SAN PABLO,MARISCAL RAMON CASTILLA,137,NA,No,-71.18059583,-3.97428205,2659,2654,105,105,0,10,Area urbana,U,2013,0,0,P. falciparum
MAYORUNA_SAN PABLO,MAYORUNA,SAN PABLO,MARISCAL RAMON CASTILLA,221,NA,No,-71.19148452,-3.98458526,2700,2695,161,161,0,11,Area urbana,U,2013,3,13.57466063,P. falciparum
CAPIRONAL_SAN PABLO,CAPIRONAL,SAN PABLO,MARISCAL RAMON CASTILLA,209,NA,No,-71.19738023,-3.9404115,2642,2637,209,209,0,10,Agricultura costera y andina,Agri,2013,0,0,P. falciparum
BETANIA_YAGUAS,BETANIA,YAGUAS,PUTUMAYO,25,NA,No,-71.20695308,-2.37431455,3395,3390,0,0,0,2,Areas de no bosque amazï¿½nico,Ano,2013,0,0,P. falciparum
BETANIA_YAGUAS,BETANIA,YAGUAS,PUTUMAYO,25,NA,No,-71.20695308,-2.37431455,4200,4195,373,373,0,17,Matorral arbustivo,Ma,2013,0,0,P. falciparum
JESUS DE PRAGA_SAN PABLO,JESUS DE PRAGA,SAN PABLO,MARISCAL RAMON CASTILLA,372,NA,No,-71.21340477,-3.96810952,2625,2621,206,206,0,10,Pajonal andino,Pj,2013,4,10.75268817,P. falciparum
SARGENTO LORES_SAN PABLO,SARGENTO LORES,SAN PABLO,MARISCAL RAMON CASTILLA,NA,NA,No,-71.2299664,-3.9204599,NA,NA,NA,NA,NA,NA,NA,NA,2013,0,NA,P. falciparum
ACHUAL_SAN PABLO,ACHUAL,SAN PABLO,MARISCAL RAMON CASTILLA,122,NA,No,-71.23110688,-3.81137412,2655,2650,389,389,0,2,Areas de no bosque amazï¿½nico,Ano,2013,0,0,P. falciparum
YARINA_YAVARI,YARINA,YAVARI,MARISCAL RAMON CASTILLA,44,NA,No,-71.23305601,-4.3808474,4346,4342,1670,1670,0,2,Desierto costero,Dc,2013,3,68.18181818,P. falciparum
YARINA_YAVARI,YARINA,YAVARI,MARISCAL RAMON CASTILLA,44,NA,No,-71.233325,-4.381776667,4346,4342,1670,1670,0,2,Desierto costero,Dc,2013,3,68.18181818,P. falciparum
9 DE OCTUBRE_SAN PABLO,9 DE OCTUBRE,SAN PABLO,MARISCAL RAMON CASTILLA,262,NA,No,-71.24414927,-3.93972227,2509,2504,243,243,0,2,Pajonal andino,Pj,2013,3,11.45038168,P. falciparum
NUEVO PROGRESO_SAN PABLO,NUEVO PROGRESO,SAN PABLO,MARISCAL RAMON CASTILLA,86,NA,No,-71.26808452,-3.86665151,2433,2428,167,167,0,17,Matorral arbustivo,Ma,2013,0,0,P. falciparum
SANTA ROSA DE PUCA PLAYA_SAN PABLO,SANTA ROSA DE PUCA PLAYA,SAN PABLO,MARISCAL RAMON CASTILLA,55,NA,No,-71.281995,-3.844045,2438,2433,173,173,0,11,Agricultura costera y andina,Agri,2013,0,0,P. falciparum
SANTA ROSA DE PUCA PLAYA_SAN PABLO,SANTA ROSA DE PUCA PLAYA,SAN PABLO,MARISCAL RAMON CASTILLA,55,NA,No,-71.281995,-3.844045,2438,2433,173,173,0,11,Agricultura costera y andina,Agri,2013,0,0,P. falciparum
CAJOCUMA_SAN PABLO,CAJOCUMA,SAN PABLO,MARISCAL RAMON CASTILLA,222,NA,No,-71.2852137,-3.81091708,2551,2546,286,286,0,2,Pajonal andino,Pj,2013,0,0,P. falciparum
VERBENA_SAN PABLO,VERBENA,SAN PABLO,MARISCAL RAMON CASTILLA,117,NA,No,-71.29402687,-3.81977323,2567,2562,301,301,0,2,Bosque de montaï¿½a,Bm,2013,0,0,P. falciparum
VERBENA_SAN PABLO,VERBENA,SAN PABLO,MARISCAL RAMON CASTILLA,117,NA,No,-71.29408167,-3.819736667,NA,NA,NA,NA,NA,NA,NA,NA,2013,0,0,P. falciparum
SAN VICENTE_YAVARI,SAN VICENTE,YAVARI,MARISCAL RAMON CASTILLA,NA,NA,No,-71.29529352,-4.39153102,NA,NA,NA,NA,NA,NA,NA,NA,2013,4,NA,P. falciparum
CAPIRONAL_SAN PABLO,CAPIRONAL,SAN PABLO,MARISCAL RAMON CASTILLA,209,NA,No,-71.29538989,-3.80477102,2642,2637,209,209,0,10,Agricultura costera y andina,Agri,2013,0,0,P. falciparum
SANTA CLARA_SAN PABLO,SANTA CLARA,SAN PABLO,MARISCAL RAMON CASTILLA,100,NA,No,-71.30818538,-3.89206446,2488,2483,222,222,0,2,Agricultura costera y andina,Agri,2013,0,0,P. falciparum
ACHUAL_SAN PABLO,ACHUAL,SAN PABLO,MARISCAL RAMON CASTILLA,122,NA,No,-71.31485876,-3.91319414,2655,2650,389,389,0,2,Areas de no bosque amazï¿½nico,Ano,2013,0,0,P. falciparum
SAN ISIDRO_SAN PABLO,SAN ISIDRO,SAN PABLO,MARISCAL RAMON CASTILLA,770,NA,No,-71.35411688,-3.86456327,2339,2335,74,74,0,10,Bosque seco tipo sabana,Bss,2013,3,3.896103896,P. falciparum
SANTO TOMAS_SAN PABLO,SANTO TOMAS,SAN PABLO,MARISCAL RAMON CASTILLA,412,NA,No,-71.38105689,-3.8726954,2311,2306,46,46,0,11,Bosque seco tipo sabana,Bss,2013,1,2.427184466,P. falciparum
PUERTO FRANCO_YAGUAS,PUERTO FRANCO,YAGUAS,PUTUMAYO,101,NA,No,-71.41022684,-2.38838327,3461,3456,80,80,0,11,Areas de no bosque amazï¿½nico,Ano,2013,0,0,P. falciparum
BETANIA_YAGUAS,BETANIA,YAGUAS,PUTUMAYO,25,NA,No,-71.42966727,-2.39392302,3395,3390,0,0,0,2,Areas de no bosque amazï¿½nico,Ano,2013,0,0,P. falciparum
BETANIA_YAGUAS,BETANIA,YAGUAS,PUTUMAYO,25,NA,No,-71.42966727,-2.39392302,4200,4195,373,373,0,17,Matorral arbustivo,Ma,2013,0,0,P. falciparum
PUERTO FRANCO_YAGUAS,PUERTO FRANCO,YAGUAS,PUTUMAYO,101,NA,No,-71.43144427,-2.33600939,3461,3456,80,80,0,11,Areas de no bosque amazï¿½nico,Ano,2013,0,0,P. falciparum
RESACA PERUATE_SAN PABLO,RESACA PERUATE,SAN PABLO,MARISCAL RAMON CASTILLA,175,NA,No,-71.4348,-3.867331667,2280,2276,65,65,0,11,Agricultura costera y andina,Agri,2013,0,0,P. falciparum
BEIRUTH_SAN PABLO,BEIRUTH,SAN PABLO,MARISCAL RAMON CASTILLA,404,NA,No,-71.47370677,-3.88022914,2294,2289,126,126,0,10,Cardonal,Car,2013,0,0,P. falciparum
SAN JOSE DE PARINARI_YAVARI,SAN JOSE DE PARINARI,YAVARI,MARISCAL RAMON CASTILLA,117,NA,No,-71.48212333,-4.431321667,NA,NA,NA,NA,NA,NA,NA,NA,2013,4,34.18803419,P. falciparum
SANTA RITA_SAN PABLO,SANTA RITA,SAN PABLO,MARISCAL RAMON CASTILLA,345,NA,No,-71.50786077,-3.86928227,2250,2245,159,159,0,11,Cardonal,Car,2013,0,0,P. falciparum
MIRAFLORES_PUTUMAYO,MIRAFLORES,PUTUMAYO,PUTUMAYO,16,NA,No,-71.52264478,-2.31991689,261,256,220,220,0,2,Agricultura costera y andina,Agri,2013,0,0,P. falciparum
MIRAFLORES_PUTUMAYO,MIRAFLORES,PUTUMAYO,PUTUMAYO,16,NA,No,-71.52264478,-2.31991689,3087,3083,547,547,0,2,Matorral arbustivo,Ma,2013,0,0,P. falciparum
PROSPERIDAD_SAN PABLO,PROSPERIDAD,SAN PABLO,MARISCAL RAMON CASTILLA,225,NA,No,-71.5466679,-3.83804839,2914,2909,220,220,0,2,Desierto costero,Dc,2013,0,0,P. falciparum
PROSPERIDAD_SAN PABLO,PROSPERIDAD,SAN PABLO,MARISCAL RAMON CASTILLA,225,NA,No,-71.5466679,-3.83804839,2185,2180,133,133,0,11,Cardonal,Car,2013,0,0,P. falciparum
SAN ANTONIO_SAN PABLO,SAN ANTONIO,SAN PABLO,MARISCAL RAMON CASTILLA,899,NA,No,-71.57328215,-3.80740252,2095,2090,6,6,0,17,Areas de no bosque amazï¿½nico,Ano,2013,2,2.224694105,P. falciparum
SAN MIGUEL DE COCHIQUINAS_SAN PABLO,SAN MIGUEL DE COCHIQUINAS,SAN PABLO,MARISCAL RAMON CASTILLA,105,NA,No,-71.60644697,-3.78004518,2036,2031,53,53,0,10,Area urbana,U,2013,0,0,P. falciparum
TARZO_PEBAS,TARZO,PEBAS,MARISCAL RAMON CASTILLA,NA,NA,No,-71.62452089,-3.78974877,2040,2035,58,58,0,2,Agricultura costera y andina,Agri,2013,12,NA,P. falciparum
SANTA ELENA DE IMAZA_PEBAS,SANTA ELENA DE IMAZA,PEBAS,MARISCAL RAMON CASTILLA,NA,NA,No,-71.6472289,-3.72587514,NA,NA,NA,NA,NA,NA,NA,NA,2013,0,NA,P. falciparum
YAHUAS_PEBAS,YAHUAS,PEBAS,MARISCAL RAMON CASTILLA,33,NA,No,-71.64781836,-3.941384597,NA,NA,NA,NA,NA,NA,NA,NA,2013,0,0,P. falciparum
NUEVO PARAISO_PEBAS,NUEVO PARAISO,PEBAS,MARISCAL RAMON CASTILLA,29,NA,No,-71.65528964,-3.74407877,1937,1932,118,118,0,11,Desierto costero,Dc,2013,0,0,P. falciparum
SANTO TORIBIO DE MOGROVEJO_PEBAS,SANTO TORIBIO DE MOGROVEJO,PEBAS,MARISCAL RAMON CASTILLA,45,NA,No,-71.65906167,-3.79215115,NA,NA,NA,NA,NA,NA,NA,NA,2013,0,0,P. falciparum
CONDOR_PEBAS,CONDOR,PEBAS,MARISCAL RAMON CASTILLA,78,NA,No,-71.67292069,-3.73901442,1898,1893,137,137,0,11,Pajonal andino,Pj,2013,0,0,P. falciparum
LUZ DEL ORIENTE_PEBAS,LUZ DEL ORIENTE,PEBAS,MARISCAL RAMON CASTILLA,93,NA,No,-71.68434116,-3.30946914,1912,1907,377,377,0,2,Area urbana,U,2013,0,0,P. falciparum
NUEVO PERU_PEBAS,NUEVO PERU,PEBAS,MARISCAL RAMON CASTILLA,59,NA,No,-71.69753052,-3.73326465,1587,1583,56,56,0,2,Pajonal andino,Pj,2013,0,0,P. falciparum
NUEVO PERU_PEBAS,NUEVO PERU,PEBAS,MARISCAL RAMON CASTILLA,59,NA,No,-71.69753052,-3.73326465,1587,1583,56,56,0,2,Areas de no bosque amazï¿½nico,Ano,2013,0,0,P. falciparum
NUEVO PERU_PEBAS,NUEVO PERU,PEBAS,MARISCAL RAMON CASTILLA,59,NA,No,-71.69753052,-3.73326465,1950,1945,30,30,0,11,Bosque de terraza baja con paca,Btb,2013,0,0,P. falciparum
SAN NICOLAS_PEBAS,SAN NICOLAS,PEBAS,MARISCAL RAMON CASTILLA,135,NA,No,-71.69775542,-3.70345645,1835,1830,125,125,0,10,Areas de no bosque amazï¿½nico,Ano,2013,0,0,P. falciparum
ESTRECHO DE MAGALLANES_PEBAS,ESTRECHO DE MAGALLANES,PEBAS,MARISCAL RAMON CASTILLA,NA,NA,No,-71.69926127,-3.6652544,1169,1164,97,97,0,11,Agricultura costera y andina,Agri,2013,0,NA,P. falciparum
ESTRECHO DE MAGALLANES_PEBAS,ESTRECHO DE MAGALLANES,PEBAS,MARISCAL RAMON CASTILLA,NA,NA,No,-71.69926127,-3.6652544,1917,1913,245,245,0,2,Bosque de terraza baja,Btb,2013,0,NA,P. falciparum
SAN FRANCISCO_PEBAS,SAN FRANCISCO,PEBAS,MARISCAL RAMON CASTILLA,393,NA,No,-71.69962834,-3.7303798,1956,1951,0,0,0,10,Areas de no bosque amazï¿½nico,Ano,2013,1,2.544529262,P. falciparum
NUEVO ORIENTE_PEBAS,NUEVO ORIENTE,PEBAS,MARISCAL RAMON CASTILLA,66,NA,No,-71.69970502,-3.63796164,1902,1897,352,352,0,2,Bosque de llanura meï¿½ndrica,Bllm,2013,0,0,P. falciparum
NUEVO ORIENTE_PEBAS,NUEVO ORIENTE,PEBAS,MARISCAL RAMON CASTILLA,66,NA,No,-71.69970502,-3.63796164,1142,1137,69,69,0,2,Bosque de terraza baja,Btb,2013,0,0,P. falciparum
ANGAMOS_PEBAS,ANGAMOS,PEBAS,MARISCAL RAMON CASTILLA,212,NA,No,-71.71921691,-3.72147765,1934,1929,94,94,0,2,Agricultura costera y andina,Agri,2013,0,0,P. falciparum
SANTA MARIA DE BREO_PEBAS,SANTA MARIA DE BREO,PEBAS,MARISCAL RAMON CASTILLA,75,NA,No,-71.73652579,-3.59069438,1711,1706,231,231,0,11,Desierto costero,Dc,2013,0,0,P. falciparum
SHISHITILLO_PEBAS,SHISHITILLO,PEBAS,MARISCAL RAMON CASTILLA,85,NA,No,-71.73944056,-3.44001135,1631,1627,151,151,0,11,Areas de no bosque amazï¿½nico,Ano,2013,2,23.52941176,P. falciparum
REMANSO_PEBAS,REMANSO,PEBAS,MARISCAL RAMON CASTILLA,188,NA,No,-71.74290445,-3.69843658,1887,1882,205,205,0,11,Areas de no bosque amazï¿½nico,Ano,2013,0,0,P. falciparum
SHISHITA_PEBAS,SHISHITA,PEBAS,MARISCAL RAMON CASTILLA,0,NA,No,-71.75288,-3.39817,1564,1559,65,65,0,10,Bosque de terraza baja,Btb,2013,12,Inf,P. falciparum
SAN PEDRO DE SHISHITA_PEBAS,SAN PEDRO DE SHISHITA,PEBAS,MARISCAL RAMON CASTILLA,111,NA,No,-71.75616391,-3.39655689,1565,1560,66,66,0,17,Bosque de montaï¿½a,Bm,2013,0,0,P. falciparum
SANTA ROSA DE PICHANA_PEBAS,SANTA ROSA DE PICHANA,PEBAS,MARISCAL RAMON CASTILLA,168,NA,No,-71.75641715,-3.67549968,1843,1838,268,268,0,2,Areas de no bosque amazï¿½nico,Ano,2013,0,0,P. falciparum
SANTO TORIBIO DE MOGROVEJO_PEBAS,SANTO TORIBIO DE MOGROVEJO,PEBAS,MARISCAL RAMON CASTILLA,45,NA,No,-71.75988552,-3.95585326,NA,NA,NA,NA,NA,NA,NA,NA,2013,0,0,P. falciparum
TRIUNFO_PEBAS,TRIUNFO,PEBAS,MARISCAL RAMON CASTILLA,219,NA,No,-71.76166545,-3.46983423,1640,1635,159,159,0,11,Areas de no bosque amazï¿½nico,Ano,2013,0,0,P. falciparum
SANTA ISABEL DE PICHANA_PEBAS,SANTA ISABEL DE PICHANA,PEBAS,MARISCAL RAMON CASTILLA,163,NA,No,-71.7650955,-3.66037467,1848,1843,301,301,0,11,Matorral arbustivo,Ma,2013,0,0,P. falciparum
NUEVO PEBAS_PEBAS,NUEVO PEBAS,PEBAS,MARISCAL RAMON CASTILLA,804,NA,No,-71.77290784,-3.36776755,1535,1530,0,0,0,10,Area urbana,U,2013,14,17.41293532,P. falciparum
SANTA LUCIA DE PREFECTO_PEBAS,SANTA LUCIA DE PREFECTO,PEBAS,MARISCAL RAMON CASTILLA,116,NA,No,-71.78278178,-3.37954162,1505,1501,63,63,0,11,Agricultura costera y andina,Agri,2013,0,0,P. falciparum
SANTA JULIA_PEBAS,SANTA JULIA,PEBAS,MARISCAL RAMON CASTILLA,102,NA,No,-71.79565412,-3.34892494,1490,1485,69,69,0,10,Agricultura costera y andina,Agri,2013,0,0,P. falciparum
CAROLINA_YAVARI,CAROLINA,YAVARI,MARISCAL RAMON CASTILLA,10,NA,No,-71.7975324,-4.41319953,3978,3973,396,396,0,2,Pajonal andino,Pj,2013,3,300,P. falciparum
NUEVO JARDIN_PEBAS,NUEVO JARDIN,PEBAS,MARISCAL RAMON CASTILLA,12,NA,No,-71.80339006,-3.6351673,2005,2000,496,496,0,2,Areas de no bosque amazï¿½nico,Ano,2013,0,0,P. falciparum
BETANIA_PEBAS,BETANIA,PEBAS,MARISCAL RAMON CASTILLA,48,NA,No,-71.8127339,-3.27169952,NA,NA,NA,NA,NA,NA,NA,NA,2013,0,0,P. falciparum
BUEN JESUS DE PAZ_PEBAS,BUEN JESUS DE PAZ,PEBAS,MARISCAL RAMON CASTILLA,222,NA,No,-71.81502764,-3.63121199,2034,2029,541,541,0,8,Agricultura costera y andina,Agri,2013,0,0,P. falciparum
ZAPATILLA_PEBAS,ZAPATILLA,PEBAS,MARISCAL RAMON CASTILLA,61,NA,No,-71.81651364,-3.61296815,2002,1997,522,522,0,2,Areas de no bosque amazï¿½nico,Ano,2013,0,0,P. falciparum
NUEVA PRIMAVERA_PEBAS,NUEVA PRIMAVERA,PEBAS,MARISCAL RAMON CASTILLA,43,NA,No,-71.81662951,-3.34663339,1442,1437,63,63,0,11,Area urbana,U,2013,0,0,P. falciparum
NUEVO NAZARETH_PEBAS,NUEVO NAZARETH,PEBAS,MARISCAL RAMON CASTILLA,179,NA,No,-71.83918926,-3.61734102,2090,2085,609,609,0,2,Matorral arbustivo,Ma,2013,1,5.586592179,P. falciparum
MANGUAL_PEBAS,MANGUAL,PEBAS,MARISCAL RAMON CASTILLA,74,NA,No,-71.84760901,-3.32419624,1444,1439,25,25,0,2,Areas de no bosque amazï¿½nico,Ano,2013,0,0,P. falciparum
PEBAS_PEBAS,PEBAS,PEBAS,MARISCAL RAMON CASTILLA,2909,NA,No,-71.86176424,-3.32059051,1424,1420,6,6,0,10,Areas de no bosque amazï¿½nico,Ano,2013,6,2.062564455,P. falciparum
SAN JOSE DE PIRI_PEBAS,SAN JOSE DE PIRI,PEBAS,MARISCAL RAMON CASTILLA,0,NA,No,-71.86294426,-3.31731524,1437,1432,18,18,0,10,Bosque de terraza baja,Btb,2013,0,NA,P. falciparum
SABALILLO_PEBAS,SABALILLO,PEBAS,MARISCAL RAMON CASTILLA,102,NA,No,-71.86939852,-3.70460677,2346,2341,717,717,0,2,Agricultura costera y andina,Agri,2013,24,235.2941176,P. falciparum
SABALILLO_PEBAS,SABALILLO,PEBAS,MARISCAL RAMON CASTILLA,102,NA,No,-71.86939852,-3.70460677,1520,1515,513,513,0,2,Cardonal,Car,2013,24,235.2941176,P. falciparum
CUICA_PEBAS,CUICA,PEBAS,MARISCAL RAMON CASTILLA,NA,NA,No,-71.87116926,-3.3936114,NA,NA,NA,NA,NA,NA,NA,NA,2013,0,NA,P. falciparum
SANTA LUCIA DE PRO_PEBAS,SANTA LUCIA DE PRO,PEBAS,MARISCAL RAMON CASTILLA,154,NA,No,-71.87629525,-3.32421115,1440,1435,27,27,0,2,Bosque de montaï¿½a basimontano,Bm,2013,0,0,P. falciparum
BORAS DE PUCAURQUILLO_PEBAS,BORAS DE PUCAURQUILLO,PEBAS,MARISCAL RAMON CASTILLA,230,NA,No,-71.91581227,-3.33282274,1479,1475,0,0,0,2,Area urbana,U,2013,0,0,P. falciparum
HUITOTOS DE PUCAURQUILLO_PEBAS,HUITOTOS DE PUCAURQUILLO,PEBAS,MARISCAL RAMON CASTILLA,202,NA,No,-71.91727389,-3.33286377,1479,1475,0,0,0,2,Agricultura costera y andina,Agri,2013,0,0,P. falciparum
ESPERANZA_PUTUMAYO,ESPERANZA,PUTUMAYO,PUTUMAYO,68,NA,No,-71.91963639,-2.3833616,1314,1309,915,915,0,2,Matorral arbustivo,Ma,2013,0,0,P. falciparum
ESPERANZA_PUTUMAYO,ESPERANZA,PUTUMAYO,PUTUMAYO,68,NA,No,-71.91963639,-2.3833616,1567,1562,457,457,0,2,Matorral arbustivo,Ma,2013,0,0,P. falciparum
LA FLORIDA_PUTUMAYO,LA FLORIDA,PUTUMAYO,PUTUMAYO,37,NA,No,-71.92208115,-2.35235065,1420,1416,1021,1021,0,2,Area urbana,U,2013,0,0,P. falciparum
