LOC_DIST,test1,LOCALIDAD,DISTRITO,PROVINCIA,POBLACION,casos 2013,casos 2014,casos 2015,casos 2016,casos 2017,casos 2018,casos 2019,IPAs 2013,IPAs 2014,IPAs 2015,IPAs 2016,IPAs 2017,IPAs 2018,IPAs 2019,filtro
NUEVO JUNIN DE PAVA YACO_LAGUNAS,NUEVO JUNIN DE PAVA YACO_LAGUNAS,NUEVO JUNIN DE PAVA YACO,LAGUNAS,ALTO AMAZONAS,96,0,3,4,5,19,50,2,0,31.25,41.67,52.08,197.92,520.83,20.83,NO
NUEVO JUNIN DE PAVA YACO_LAGUNAS,NUEVO JUNIN DE PAVA YACO_LAGUNAS,NUEVO JUNIN DE PAVA YACO,LAGUNAS,ALTO AMAZONAS,96,10,0,0,0,0,0,0,104.17,0,0,0,0,0,0,NO
NUEVO MUNDO_LAGUNAS,NUEVO MUNDO_LAGUNAS,NUEVO MUNDO,LAGUNAS,ALTO AMAZONAS,228,57,17,42,13,38,124,15,250,74.56,184.21,57.02,166.67,543.86,65.79,NO
NUEVO PROGRESO_LAGUNAS,NUEVO PROGRESO_LAGUNAS,NUEVO PROGRESO,LAGUNAS,ALTO AMAZONAS,58,0,10,2,10,3,26,2,0,172.41,34.48,172.41,51.72,448.28,34.48,NO
NUEVO TINAJAYO_LAGUNAS,NUEVO TINAJAYO_LAGUNAS,NUEVO TINAJAYO,LAGUNAS,ALTO AMAZONAS,73,6,67,94,39,19,5,12,82.19,917.81,1287.67,534.25,260.27,68.49,164.38,NO
NUEVO TRIUNFO_LAGUNAS,NUEVO TRIUNFO_LAGUNAS,NUEVO TRIUNFO,LAGUNAS,ALTO AMAZONAS,55,1,1,2,0,0,1,0,18.18,18.18,36.36,0,0,18.18,0,NO
PAMPA HERMOSA_LAGUNAS,PAMPA HERMOSA_LAGUNAS,PAMPA HERMOSA,LAGUNAS,ALTO AMAZONAS,73,0,0,0,1,0,0,0,0,0,0,13.7,0,0,0,NO
PAUCARYACU_LAGUNAS,PAUCARYACU_LAGUNAS,PAUCARYACU,LAGUNAS,ALTO AMAZONAS,85,1,0,0,0,0,0,0,11.76,0,0,0,0,0,0,NO
PROGRESO_LAGUNAS,PROGRESO_LAGUNAS,PROGRESO,LAGUNAS,ALTO AMAZONAS,56,1,8,1,7,8,2,0,17.86,142.86,17.86,125,142.86,35.71,0,NO
PUCACURO_LAGUNAS,PUCACURO_LAGUNAS,PUCACURO,LAGUNAS,ALTO AMAZONAS,174,1,1,1,0,0,0,0,5.75,5.75,5.75,0,0,0,0,NO
PUCALLPA_LAGUNAS,PUCALLPA_LAGUNAS,PUCALLPA,LAGUNAS,ALTO AMAZONAS,66,3,31,4,6,8,19,1,45.45,469.7,60.61,90.91,121.21,287.88,15.15,NO
PUERTO ALEGRE_LAGUNAS,PUERTO ALEGRE_LAGUNAS,PUERTO ALEGRE,LAGUNAS,ALTO AMAZONAS,97,3,42,3,8,0,1,0,30.93,432.99,30.93,82.47,0,10.31,0,NO
PUMA ISLA_LAGUNAS,PUMA ISLA_LAGUNAS,PUMA ISLA,LAGUNAS,ALTO AMAZONAS,59,0,0,0,0,0,1,0,0,0,0,0,0,16.95,0,NO
SAN FERNANDO DE TIPISHCA_LAGUNAS,SAN FERNANDO DE TIPISHCA_LAGUNAS,SAN FERNANDO DE TIPISHCA,LAGUNAS,ALTO AMAZONAS,58,3,28,4,0,0,9,1,51.72,482.76,68.97,0,0,155.17,17.24,NO
SAN JORGE_LAGUNAS,SAN JORGE_LAGUNAS,SAN JORGE,LAGUNAS,ALTO AMAZONAS,14,1,0,0,0,0,0,0,71.43,0,0,0,0,0,0,NO
SAN JUAN DE PAVAYACU_LAGUNAS,SAN JUAN DE PAVAYACU_LAGUNAS,SAN JUAN DE PAVAYACU,LAGUNAS,ALTO AMAZONAS,53,9,10,6,5,8,11,3,169.81,188.68,113.21,94.34,150.94,207.55,56.6,NO
SAN MANUEL_LAGUNAS,SAN MANUEL_LAGUNAS,SAN MANUEL,LAGUNAS,ALTO AMAZONAS,60,0,42,41,0,0,0,0,0,700,683.33,0,0,0,0,NO
SAN MANUEL_LAGUNAS,SAN MANUEL_LAGUNAS,SAN MANUEL,LAGUNAS,ALTO AMAZONAS,86,0,0,0,1,0,0,0,0,0,0,11.63,0,0,0,NO
SAN MANUEL NUCURAY_LAGUNAS,SAN MANUEL NUCURAY_LAGUNAS,SAN MANUEL NUCURAY,LAGUNAS,ALTO AMAZONAS,47,0,0,0,15,36,29,12,0,0,0,319.15,765.96,617.02,255.32,NO
SAN PEDRO DEL ESTRENO_LAGUNAS,SAN PEDRO DEL ESTRENO_LAGUNAS,SAN PEDRO DEL ESTRENO,LAGUNAS,ALTO AMAZONAS,20,0,7,1,1,0,3,0,0,350,50,50,0,150,0,NO
SANTA ANA_LAGUNAS,#N/A,SANTA ANA,LAGUNAS,ALTO AMAZONAS,0,54,5,2,0,1,1,0,0,0,0,0,0,0,0,NO
SANTA ISABEL_LAGUNAS,SANTA ISABEL_LAGUNAS,SANTA ISABEL,LAGUNAS,ALTO AMAZONAS,68,1,0,0,0,0,0,0,14.71,0,0,0,0,0,0,NO
TAMARATE_LAGUNAS,TAMARATE_LAGUNAS,TAMARATE,LAGUNAS,ALTO AMAZONAS,249,0,2,0,0,0,0,0,0,8.03,0,0,0,0,0,NO
TRIUNFO_LAGUNAS,TRIUNFO_LAGUNAS,TRIUNFO,LAGUNAS,ALTO AMAZONAS,42,0,1,0,0,0,0,0,0,23.81,0,0,0,0,0,NO
UNION ZANCUDO_LAGUNAS,UNION ZANCUDO_LAGUNAS,UNION ZANCUDO,LAGUNAS,ALTO AMAZONAS,188,6,86,62,18,19,44,18,31.91,457.45,329.79,95.74,101.06,234.04,95.74,NO
VISTA ALEGRE_LAGUNAS,VISTA ALEGRE_LAGUNAS,VISTA ALEGRE,LAGUNAS,ALTO AMAZONAS,122,0,0,0,0,0,0,1,0,0,0,0,0,0,8.2,NO
ANGAMOS_SANTA CRUZ,ANGAMOS_SANTA CRUZ,ANGAMOS,SANTA CRUZ,ALTO AMAZONAS,76,1,1,1,0,3,1,0,13.16,13.16,13.16,0,39.47,13.16,0,NO
NUEVA ESPERANZA DEL YURAC_SANTA CRUZ,NUEVA ESPERANZA DEL YURAC_SANTA CRUZ,NUEVA ESPERANZA DEL YURAC,SANTA CRUZ,ALTO AMAZONAS,170,0,0,0,1,2,1,0,0,0,0,5.88,11.76,5.88,0,NO
NUEVA ESPERANZA_SANTA CRUZ,NUEVA ESPERANZA_SANTA CRUZ,NUEVA ESPERANZA,SANTA CRUZ,ALTO AMAZONAS,54,1,0,0,0,0,0,0,18.52,0,0,0,0,0,0,NO
NUEVA ESPERANZA DE SHISHI_SANTA CRUZ,NUEVA ESPERANZA DE SHISHI_SANTA CRUZ,NUEVA ESPERANZA DE SHISHI,SANTA CRUZ,ALTO AMAZONAS,60,0,0,0,1,1,0,0,0,0,0,16.67,16.67,0,0,NO
NUEVA JERUSALEN_SANTA CRUZ,NUEVA JERUSALEN_SANTA CRUZ,NUEVA JERUSALEN,SANTA CRUZ,ALTO AMAZONAS,35,0,0,0,0,1,1,0,0,0,0,0,28.57,28.57,0,NO
NUEVO PARAISO_SANTA CRUZ,NUEVO PARAISO_SANTA CRUZ,NUEVO PARAISO,SANTA CRUZ,ALTO AMAZONAS,69,0,0,0,0,2,0,0,0,0,0,0,28.99,0,0,NO
NUEVO TRIUNFO_SANTA CRUZ,NUEVO TRIUNFO_SANTA CRUZ,NUEVO TRIUNFO,SANTA CRUZ,ALTO AMAZONAS,134,0,0,1,0,0,3,0,0,0,7.46,0,0,22.39,0,NO
PROGRESO_SANTA CRUZ,PROGRESO_SANTA CRUZ,PROGRESO,SANTA CRUZ,ALTO AMAZONAS,113,0,0,0,0,0,1,0,0,0,0,0,0,8.85,0,NO
SAN JOSE_SANTA CRUZ,SAN JOSE_SANTA CRUZ,SAN JOSE,SANTA CRUZ,ALTO AMAZONAS,136,1,0,0,0,0,0,0,7.35,0,0,0,0,0,0,NO
SANTA CRUZ_SANTA CRUZ,SANTA CRUZ_SANTA CRUZ,SANTA CRUZ,SANTA CRUZ,ALTO AMAZONAS,779,4,0,0,1,1,0,0,5.13,0,0,1.28,1.28,0,0,NO
SANTA GEMA DE YANAYAQUILLO_SANTA CRUZ,SANTA GEMA DE YANAYAQUILLO_SANTA CRUZ,SANTA GEMA DE YANAYAQUILLO,SANTA CRUZ,ALTO AMAZONAS,193,0,0,1,0,0,0,0,0,0,5.18,0,0,0,0,NO
SANTA ROSA_SANTA CRUZ,#N/A,SANTA ROSA,SANTA CRUZ,ALTO AMAZONAS,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO
6 DE ENERO_SANTA CRUZ,6 DE ENERO_SANTA CRUZ,6 DE ENERO,SANTA CRUZ,ALTO AMAZONAS,41,0,0,0,0,0,1,0,0,0,0,0,0,24.39,0,NO
SELVA ALEGRE_SANTA CRUZ,SELVA ALEGRE_SANTA CRUZ,SELVA ALEGRE,SANTA CRUZ,ALTO AMAZONAS,161,0,1,0,0,0,0,0,0,6.21,0,0,0,0,0,NO
UNION CAMPESINA_SANTA CRUZ,UNION CAMPESINA_SANTA CRUZ,UNION CAMPESINA,SANTA CRUZ,ALTO AMAZONAS,539,0,0,0,1,0,0,0,0,0,0,1.86,0,0,0,NO
UNION CHALLUANA_SANTA CRUZ,UNION CHALLUANA_SANTA CRUZ,UNION CHALLUANA,SANTA CRUZ,ALTO AMAZONAS,16,3,0,0,0,0,0,0,187.5,0,0,0,0,0,0,NO
UNION ULLPACAÑO_SANTA CRUZ,UNION ULLPACAÑO_SANTA CRUZ,UNION ULLPACAÑO,SANTA CRUZ,ALTO AMAZONAS,50,1,0,0,0,0,0,0,20,0,0,0,0,0,0,NO
CERRO DEL CONDOR_TENIENTE CESAR LOPEZ ROJAS,#N/A,CERRO DEL CONDOR,TENIENTE CESAR LOPEZ ROJAS,ALTO AMAZONAS,211,0,0,0,0,2,0,0,0,0,0,0,9.48,0,0,NO
EL TIGRE_TENIENTE CESAR LOPEZ ROJAS,EL TIGRE_TENIENTE CESAR LOPEZ ROJAS,EL TIGRE,TENIENTE CESAR LOPEZ ROJAS,ALTO AMAZONAS,159,0,0,0,0,0,1,0,0,0,0,0,0,6.29,0,NO
ES UN DISTRITO_TENIENTE CESAR LOPEZ ROJAS,#N/A,ES UN DISTRITO,TENIENTE CESAR LOPEZ ROJAS,ALTO AMAZONAS,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NO
LIBERTAD DE CUIPARILLO_TENIENTE CESAR LOPEZ ROJAS,LIBERTAD DE CUIPARILLO_TENIENTE CESAR LOPEZ ROJAS,LIBERTAD DE CUIPARILLO,TENIENTE CESAR LOPEZ ROJAS,ALTO AMAZONAS,322,0,0,0,0,0,1,0,0,0,0,0,0,3.11,0,NO
NUEVO BARRANQUITA_TENIENTE CESAR LOPEZ ROJAS,NUEVO BARRANQUITA_TENIENTE CESAR LOPEZ ROJAS,NUEVO BARRANQUITA,TENIENTE CESAR LOPEZ ROJAS,ALTO AMAZONAS,83,27,0,0,1,1,4,0,325.3,0,0,12.05,12.05,48.19,0,NO
NUEVO CANAAN_TENIENTE CESAR LOPEZ ROJAS,NUEVO CANAAN_TENIENTE CESAR LOPEZ ROJAS,NUEVO CANAAN,TENIENTE CESAR LOPEZ ROJAS,ALTO AMAZONAS,183,0,0,2,1,1,0,0,0,0,10.93,5.46,5.46,0,0,NO
NUEVO PAPAPLAYA_TENIENTE CESAR LOPEZ ROJAS,NUEVO PAPAPLAYA_TENIENTE CESAR LOPEZ ROJAS,NUEVO PAPAPLAYA,TENIENTE CESAR LOPEZ ROJAS,ALTO AMAZONAS,290,9,2,1,62,21,3,0,31.03,6.9,3.45,213.79,72.41,10.34,0,NO
NUEVO TRIUNFO_TENIENTE CESAR LOPEZ ROJAS,NUEVO TRIUNFO_TENIENTE CESAR LOPEZ ROJAS,NUEVO TRIUNFO,TENIENTE CESAR LOPEZ ROJAS,ALTO AMAZONAS,59,0,1,0,1,0,0,0,0,16.95,0,16.95,0,0,0,NO
PARINARI_TENIENTE CESAR LOPEZ ROJAS,PARINARI_TENIENTE CESAR LOPEZ ROJAS,PARINARI,TENIENTE CESAR LOPEZ ROJAS,ALTO AMAZONAS,212,0,0,0,1,2,1,0,0,0,0,4.72,9.43,4.72,0,NO
PASTIZAL_TENIENTE CESAR LOPEZ ROJAS,PASTIZAL_TENIENTE CESAR LOPEZ ROJAS,PASTIZAL,TENIENTE CESAR LOPEZ ROJAS,ALTO AMAZONAS,40,0,0,1,0,0,0,0,0,0,25,0,0,0,0,NO
SAN EUGENIO_TENIENTE CESAR LOPEZ ROJAS,SAN EUGENIO_TENIENTE CESAR LOPEZ ROJAS,SAN EUGENIO,TENIENTE CESAR LOPEZ ROJAS,ALTO AMAZONAS,63,8,0,0,0,0,0,0,126.98,0,0,0,0,0,0,NO
SHUCUSHUYACU_TENIENTE CESAR LOPEZ ROJAS,SHUCUSHUYACU_TENIENTE CESAR LOPEZ ROJAS,SHUCUSHUYACU,TENIENTE CESAR LOPEZ ROJAS,ALTO AMAZONAS,2105,0,1,2,1,1,1,0,0,0.48,0.95,0.48,0.48,0.48,0,NO
30 DE AGOSTO_YURIMAGUAS,30 DE AGOSTO_YURIMAGUAS,30 DE AGOSTO,YURIMAGUAS,ALTO AMAZONAS,196,0,0,0,0,0,1,0,0,0,0,0,0,5.1,0,NO
ACHUAL LIMON_YURIMAGUAS,ACHUAL LIMON_YURIMAGUAS,ACHUAL LIMON,YURIMAGUAS,ALTO AMAZONAS,156,0,0,0,0,1,0,0,0,0,0,0,6.41,0,0,NO
BALSAYACU_YURIMAGUAS,BALSAYACU_YURIMAGUAS,BALSAYACU,YURIMAGUAS,ALTO AMAZONAS,177,0,29,3,1,0,2,0,0,163.84,16.95,5.65,0,11.3,0,NO
CALLAO_YURIMAGUAS,CALLAO_YURIMAGUAS,CALLAO,YURIMAGUAS,ALTO AMAZONAS,170,0,0,0,0,0,1,0,0,0,0,0,0,5.88,0,NO
CAMPO FLORIDO_YURIMAGUAS,CAMPO FLORIDO_YURIMAGUAS,CAMPO FLORIDO,YURIMAGUAS,ALTO AMAZONAS,81,0,0,0,0,0,0,1,0,0,0,0,0,0,12.35,NO
CENTRO CHAMBIRA_YURIMAGUAS,CENTRO CHAMBIRA_YURIMAGUAS,CENTRO CHAMBIRA,YURIMAGUAS,ALTO AMAZONAS,126,0,0,0,0,1,0,0,0,0,0,0,7.94,0,0,NO
CENTRO CHAMBIRA_YURIMAGUAS,CENTRO CHAMBIRA_YURIMAGUAS,CENTRO CHAMBIRA,YURIMAGUAS,ALTO AMAZONAS,1394,0,0,0,4,0,1,1,0,0,0,2.87,0,0.72,0.72,NO
COTOYACU_YURIMAGUAS,COTOYACU_YURIMAGUAS,COTOYACU,YURIMAGUAS,ALTO AMAZONAS,146,0,1,0,0,0,0,0,0,6.85,0,0,0,0,0,NO
DOS DE MAYO_YURIMAGUAS,DOS DE MAYO_YURIMAGUAS,DOS DE MAYO,YURIMAGUAS,ALTO AMAZONAS,315,0,0,0,1,0,0,0,0,0,0,3.17,0,0,0,NO
GRAU_YURIMAGUAS,GRAU_YURIMAGUAS,GRAU,YURIMAGUAS,ALTO AMAZONAS,766,0,3,10,3,2,2,1,0,3.92,13.05,3.92,2.61,2.61,1.31,NO
JEBERILLOS_YURIMAGUAS,JEBERILLOS_YURIMAGUAS,JEBERILLOS,YURIMAGUAS,ALTO AMAZONAS,242,0,1,0,1,0,0,0,0,4.13,0,4.13,0,0,0,NO
LAS AMAZONAS_YURIMAGUAS,LAS AMAZONAS_YURIMAGUAS,LAS AMAZONAS,YURIMAGUAS,ALTO AMAZONAS,75,0,11,3,6,3,1,0,0,146.67,40,80,40,13.33,0,NO
LAS PALMERAS_YURIMAGUAS,LAS PALMERAS_YURIMAGUAS,LAS PALMERAS,YURIMAGUAS,ALTO AMAZONAS,136,0,5,0,1,0,0,0,0,36.76,0,7.35,0,0,0,NO
LUZ DEL ORIENTE_YURIMAGUAS,LUZ DEL ORIENTE_YURIMAGUAS,LUZ DEL ORIENTE,YURIMAGUAS,ALTO AMAZONAS,204,0,0,0,0,1,1,0,0,0,0,0,4.9,4.9,0,NO
MICAELA BASTIDAS_YURIMAGUAS,MICAELA BASTIDAS_YURIMAGUAS,MICAELA BASTIDAS,YURIMAGUAS,ALTO AMAZONAS,125,0,0,1,0,0,1,0,0,0,8,0,0,8,0,NO
MIRAFLORES_YURIMAGUAS,MIRAFLORES_YURIMAGUAS,MIRAFLORES,YURIMAGUAS,ALTO AMAZONAS,94,0,0,2,0,0,0,0,0,0,21.28,0,0,0,0,NO
MUNICHIS_YURIMAGUAS,MUNICHIS_YURIMAGUAS,MUNICHIS,YURIMAGUAS,ALTO AMAZONAS,1066,24,43,14,11,7,12,2,22.51,40.34,13.13,10.32,6.57,11.26,1.88,NO
MUSHMUQUI / NUEVO PROGRESO_YURIMAGUAS,MUSHMUQUI / NUEVO PROGRESO_YURIMAGUAS,MUSHMUQUI / NUEVO PROGRESO,YURIMAGUAS,ALTO AMAZONAS,244,2,1,0,0,0,0,0,8.2,4.1,0,0,0,0,0,NO
NUEVA ALIANZA_YURIMAGUAS,NUEVA ALIANZA_YURIMAGUAS,NUEVA ALIANZA,YURIMAGUAS,ALTO AMAZONAS,53,0,0,0,2,1,1,1,0,0,0,37.74,18.87,18.87,18.87,NO
NUEVA ITALIA_YURIMAGUAS,NUEVA ITALIA_YURIMAGUAS,NUEVA ITALIA,YURIMAGUAS,ALTO AMAZONAS,59,0,0,0,1,0,0,0,0,0,0,16.95,0,0,0,NO
NUEVO REFORMA_YURIMAGUAS,NUEVO REFORMA_YURIMAGUAS,NUEVO REFORMA,YURIMAGUAS,ALTO AMAZONAS,85,0,0,1,1,0,0,0,0,0,11.76,11.76,0,0,0,NO
VIDA NUEVA_YURIMAGUAS,VIDA NUEVA_YURIMAGUAS,VIDA NUEVA,YURIMAGUAS,ALTO AMAZONAS,76,0,0,0,0,0,1,0,0,0,0,0,0,13.16,0,NO
NUEVO CAJAMARCA_YURIMAGUAS,NUEVO CAJAMARCA_YURIMAGUAS,NUEVO CAJAMARCA,YURIMAGUAS,ALTO AMAZONAS,84,1,29,19,26,8,26,5,11.9,345.24,226.19,309.52,95.24,309.52,59.52,NO
NUEVO JAEN_YURIMAGUAS,NUEVO JAEN_YURIMAGUAS,NUEVO JAEN,YURIMAGUAS,ALTO AMAZONAS,75,0,17,0,0,0,0,0,0,226.67,0,0,0,0,0,NO
NUEVO LIBERTAD DEL YANAYA_YURIMAGUAS,NUEVO LIBERTAD DEL YANAYA_YURIMAGUAS,NUEVO LIBERTAD DEL YANAYA,YURIMAGUAS,ALTO AMAZONAS,51,0,1,2,0,1,4,1,0,19.61,39.22,0,19.61,78.43,19.61,NO
NUEVO NAUTA_YURIMAGUAS,NUEVO NAUTA_YURIMAGUAS,NUEVO NAUTA,YURIMAGUAS,ALTO AMAZONAS,46,0,0,0,4,0,4,0,0,0,0,86.96,0,86.96,0,NO
NUEVO PIJUAYAL_YURIMAGUAS,NUEVO PIJUAYAL_YURIMAGUAS,NUEVO PIJUAYAL,YURIMAGUAS,ALTO AMAZONAS,89,0,1,13,14,4,3,0,0,11.24,146.07,157.3,44.94,33.71,0,NO
NUEVO PIZANA_YURIMAGUAS,NUEVO PIZANA_YURIMAGUAS,NUEVO PIZANA,YURIMAGUAS,ALTO AMAZONAS,0,0,0,3,2,3,1,0,0,0,0,0,0,0,0,NO
NUEVO SAN MARTIN_YURIMAGUAS,NUEVO SAN MARTIN_YURIMAGUAS,NUEVO SAN MARTIN,YURIMAGUAS,ALTO AMAZONAS,103,0,2,0,0,0,0,0,0,19.42,0,0,0,0,0,NO
NUEVO SHAPAJA_YURIMAGUAS,NUEVO SHAPAJA_YURIMAGUAS,NUEVO SHAPAJA,YURIMAGUAS,ALTO AMAZONAS,88,0,0,0,0,0,1,0,0,0,0,0,0,11.36,0,NO
NUEVO TOCACHE_YURIMAGUAS,NUEVO TOCACHE_YURIMAGUAS,NUEVO TOCACHE,YURIMAGUAS,ALTO AMAZONAS,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NO
NUEVO YURIMAGUAS_YURIMAGUAS,NUEVO YURIMAGUAS_YURIMAGUAS,NUEVO YURIMAGUAS,YURIMAGUAS,ALTO AMAZONAS,88,0,0,0,4,0,0,1,0,0,0,45.45,0,0,11.36,NO
OXAPAMPA_YURIMAGUAS,OXAPAMPA_YURIMAGUAS,OXAPAMPA,YURIMAGUAS,ALTO AMAZONAS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NO
PALMAS DE SHANUSI_YURIMAGUAS,PALMAS DE SHANUSI_YURIMAGUAS,PALMAS DE SHANUSI,YURIMAGUAS,ALTO AMAZONAS,2518,12,48,6,22,3,6,2,4.77,19.06,2.38,8.74,1.19,2.38,0.79,NO
LAS PALMERAS_YURIMAGUAS,LAS PALMERAS_YURIMAGUAS,LAS PALMERAS,YURIMAGUAS,ALTO AMAZONAS,114,0,3,0,0,0,0,0,0,26.32,0,0,0,0,0,NO
LAS PALMERAS DE SAN ROQUE_YURIMAGUAS,LAS PALMERAS DE SAN ROQUE_YURIMAGUAS,LAS PALMERAS DE SAN ROQUE,YURIMAGUAS,ALTO AMAZONAS,29,0,4,0,1,0,8,0,0,137.93,0,34.48,0,275.86,0,NO
PAMPA HERMOSA_YURIMAGUAS,PAMPA HERMOSA_YURIMAGUAS,PAMPA HERMOSA,YURIMAGUAS,ALTO AMAZONAS,1786,102,139,54,116,56,11,3,57.11,77.83,30.24,64.95,31.35,6.16,1.68,NO
PRIMAVERA_YURIMAGUAS,PRIMAVERA_YURIMAGUAS,PRIMAVERA,YURIMAGUAS,ALTO AMAZONAS,556,0,0,0,0,1,0,0,0,0,0,0,1.8,0,0,NO
PROVIDENCIA_YURIMAGUAS,PROVIDENCIA_YURIMAGUAS,PROVIDENCIA,YURIMAGUAS,ALTO AMAZONAS,308,1,1,1,0,0,0,0,3.25,3.25,3.25,0,0,0,0,NO
PUERTO LIBRE_YURIMAGUAS,PUERTO LIBRE_YURIMAGUAS,PUERTO LIBRE,YURIMAGUAS,ALTO AMAZONAS,56,0,29,4,2,0,0,0,0,517.86,71.43,35.71,0,0,0,NO
PUERTO PERU_YURIMAGUAS,PUERTO PERU_YURIMAGUAS,PUERTO PERU,YURIMAGUAS,ALTO AMAZONAS,319,1,2,0,0,0,0,0,3.13,6.27,0,0,0,0,0,NO
QUINAYOC_YURIMAGUAS,QUINAYOC_YURIMAGUAS,QUINAYOC,YURIMAGUAS,ALTO AMAZONAS,152,0,0,0,0,0,1,0,0,0,0,0,0,6.58,0,NO
ROCA FUERTE_YURIMAGUAS,ROCA FUERTE_YURIMAGUAS,ROCA FUERTE,YURIMAGUAS,ALTO AMAZONAS,117,0,2,0,0,0,2,0,0,17.09,0,0,0,17.09,0,NO
SAN ANTONIO_YURIMAGUAS,SAN ANTONIO_YURIMAGUAS,SAN ANTONIO,YURIMAGUAS,ALTO AMAZONAS,118,0,0,2,0,0,0,0,0,0,16.95,0,0,0,0,NO
SAN ANTONIO DE SANIACO_YURIMAGUAS,SAN ANTONIO DE SANIACO_YURIMAGUAS,SAN ANTONIO DE SANIACO,YURIMAGUAS,ALTO AMAZONAS,90,1,27,13,0,0,0,0,11.11,300,144.44,0,0,0,0,NO
SAN ANTONIO DE SINAYACU_YURIMAGUAS,SAN ANTONIO DE SINAYACU_YURIMAGUAS,SAN ANTONIO DE SINAYACU,YURIMAGUAS,ALTO AMAZONAS,223,0,0,0,5,1,17,4,0,0,0,22.42,4.48,76.23,17.94,NO
SAN CARLOS_YURIMAGUAS,SAN CARLOS_YURIMAGUAS,SAN CARLOS,YURIMAGUAS,ALTO AMAZONAS,19,0,1,0,0,0,0,0,0,52.63,0,0,0,0,0,NO
SAN FRANCISCO DE PARANAPURA_YURIMAGUAS,SAN FRANCISCO DE PARANAPURA_YURIMAGUAS,SAN FRANCISCO DE PARANAPURA,YURIMAGUAS,ALTO AMAZONAS,113,0,5,8,23,34,7,1,0,44.25,70.8,203.54,300.88,61.95,8.85,NO
SAN JUAN DE CATALINA_YURIMAGUAS,SAN JUAN DE CATALINA_YURIMAGUAS,SAN JUAN DE CATALINA,YURIMAGUAS,ALTO AMAZONAS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NO
SAN JUAN DE CURIYACU_YURIMAGUAS,SAN JUAN DE CURIYACU_YURIMAGUAS,SAN JUAN DE CURIYACU,YURIMAGUAS,ALTO AMAZONAS,87,0,0,1,0,0,0,0,0,0,11.49,0,0,0,0,NO
SAN JUAN DE PAMPLONA_YURIMAGUAS,SAN JUAN DE PAMPLONA_YURIMAGUAS,SAN JUAN DE PAMPLONA,YURIMAGUAS,ALTO AMAZONAS,628,0,2,0,0,0,0,0,0,3.18,0,0,0,0,0,NO
SAN JUAN DE PUMAYACU_YURIMAGUAS,SAN JUAN DE PUMAYACU_YURIMAGUAS,SAN JUAN DE PUMAYACU,YURIMAGUAS,ALTO AMAZONAS,209,0,1,0,0,1,0,0,0,4.78,0,0,4.78,0,0,NO
SAN JUAN DE ZAPOTE_YURIMAGUAS,SAN JUAN DE ZAPOTE_YURIMAGUAS,SAN JUAN DE ZAPOTE,YURIMAGUAS,ALTO AMAZONAS,174,0,0,0,10,0,1,0,0,0,0,57.47,0,5.75,0,NO
SAN LUIS_YURIMAGUAS,SAN LUIS_YURIMAGUAS,SAN LUIS,YURIMAGUAS,ALTO AMAZONAS,69,0,10,2,0,0,1,0,0,144.93,28.99,0,0,14.49,0,NO
SAN RAFAEL_YURIMAGUAS,SAN RAFAEL_YURIMAGUAS,SAN RAFAEL,YURIMAGUAS,ALTO AMAZONAS,124,0,0,0,4,1,11,0,0,0,0,32.26,8.06,88.71,0,NO
SAN RAFAEL_YURIMAGUAS,SAN RAFAEL_YURIMAGUAS,SAN RAFAEL,YURIMAGUAS,ALTO AMAZONAS,106,0,31,9,0,0,0,0,0,292.45,84.91,0,0,0,0,NO
SAN ROQUE_YURIMAGUAS,SAN ROQUE_YURIMAGUAS,SAN ROQUE,YURIMAGUAS,ALTO AMAZONAS,105,0,4,8,0,0,10,2,0,38.1,76.19,0,0,95.24,19.05,NO
SANTA ISABEL_YURIMAGUAS,SANTA ISABEL_YURIMAGUAS,SANTA ISABEL,YURIMAGUAS,ALTO AMAZONAS,116,0,0,0,0,0,1,0,0,0,0,0,0,8.62,0,NO
SANTA LUCIA_YURIMAGUAS,SANTA LUCIA_YURIMAGUAS,SANTA LUCIA,YURIMAGUAS,ALTO AMAZONAS,801,0,74,16,8,2,14,3,0,92.38,19.98,9.99,2.5,17.48,3.75,NO
SANTO TOMAS_YURIMAGUAS,SANTO TOMAS_YURIMAGUAS,SANTO TOMAS,YURIMAGUAS,ALTO AMAZONAS,329,0,0,0,1,0,1,0,0,0,0,3.04,0,3.04,0,NO
SHAPAJA_YURIMAGUAS,SHAPAJA_YURIMAGUAS,SHAPAJA,YURIMAGUAS,ALTO AMAZONAS,88,0,0,3,0,0,0,0,0,0,34.09,0,0,0,0,NO
SUNIPLAYA_YURIMAGUAS,SUNIPLAYA_YURIMAGUAS,SUNIPLAYA,YURIMAGUAS,ALTO AMAZONAS,86,0,1,1,0,0,0,0,0,11.63,11.63,0,0,0,0,NO
TRANCAYACU_YURIMAGUAS,TRANCAYACU_YURIMAGUAS,TRANCAYACU,YURIMAGUAS,ALTO AMAZONAS,201,0,2,0,0,0,0,0,0,9.95,0,0,0,0,0,NO
